run_name,train_rows,val_rows,learning_rate,lora_r,lora_alpha,lora_dropout,per_device_train_batch_size,gradient_accumulation_steps,effective_batch_size,max_steps,warmup_ratio,lr_scheduler_type,train_loss,train_runtime,eval_loss,best_loss_checkpoint,svg_open_rate,svg_close_rate,xml_parse_rate,render_rate,avg_pred_char_len,submission_valid_rate,registry_model_id,max_seq_length,tuning_stage
r3_001_do0.05_seed42,7500,750,0.0002,16,32,0.05,4,8,32,125,0.05,cosine,0.4480662808418273,1313.9643,0.4158963561058044,/content/drive/MyDrive/DL_Midterm_Spring_2026_2/svg_project_DL/outputs/workflow_runs/run_1/lora_tuning_workflow/r3_001_do0.05_seed42/checkpoint-120,,,,,,,1c028d1d5dd34a1d,1536,round3
r3_002_do0.1_seed42,7500,750,0.0002,16,32,0.1,4,8,32,125,0.05,cosine,0.4483248801231384,1314.6077,0.4161108732223511,/content/drive/MyDrive/DL_Midterm_Spring_2026_2/svg_project_DL/outputs/workflow_runs/run_1/lora_tuning_workflow/r3_002_do0.1_seed42/checkpoint-120,,,,,,,067768ef650c49da,1536,round3
